Order_Id,Customer_Full_Name,City,State,Order_Date,Total_Units,Revenue,Product_Name,Category_Name,Store_Name,Store_Representative,Brands
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Trek
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Trek
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Trek
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Trek
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Trek
1,Johnathan Velazquez,Pleasanton,CA,01-01-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Trek
2,Jaqueline Cummings,Huntington Station,NY,01-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
2,Jaqueline Cummings,Huntington Station,NY,01-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
2,Jaqueline Cummings,Huntington Station,NY,01-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
2,Jaqueline Cummings,Huntington Station,NY,01-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
2,Jaqueline Cummings,Huntington Station,NY,01-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
2,Jaqueline Cummings,Huntington Station,NY,01-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
3,Joshua Robertson,Patchogue,NY,02-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
3,Joshua Robertson,Patchogue,NY,02-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
3,Joshua Robertson,Patchogue,NY,02-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
3,Joshua Robertson,Patchogue,NY,02-01-2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David,Surly
3,Joshua Robertson,Patchogue,NY,02-01-2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
3,Joshua Robertson,Patchogue,NY,02-01-2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
4,Nova Hess,Duarte,CA,03-01-2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Ritchey
4,Nova Hess,Duarte,CA,03-01-2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Ritchey
4,Nova Hess,Duarte,CA,03-01-2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Ritchey
4,Nova Hess,Duarte,CA,03-01-2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Ritchey
5,Arla Ellis,Utica,NY,03-01-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Jannette David,Electra
5,Arla Ellis,Utica,NY,03-01-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
5,Arla Ellis,Utica,NY,03-01-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
5,Arla Ellis,Utica,NY,03-01-2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Pure Cycles
5,Arla Ellis,Utica,NY,03-01-2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
5,Arla Ellis,Utica,NY,03-01-2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
5,Arla Ellis,Utica,NY,03-01-2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Jannette David,Surly
5,Arla Ellis,Utica,NY,03-01-2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,Surly
5,Arla Ellis,Utica,NY,03-01-2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,Surly
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Pure Cycles
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David,Surly
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Jannette David,Trek
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer,Trek
6,Sharyn Hopkins,Baldwinsville,NY,04-01-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,Trek
7,Laureen Paul,Bellmore,NY,04-01-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
7,Laureen Paul,Bellmore,NY,04-01-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
7,Laureen Paul,Bellmore,NY,04-01-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
7,Laureen Paul,Bellmore,NY,04-01-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Pure Cycles
7,Laureen Paul,Bellmore,NY,04-01-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
7,Laureen Paul,Bellmore,NY,04-01-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
7,Laureen Paul,Bellmore,NY,04-01-2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David,Surly
7,Laureen Paul,Bellmore,NY,04-01-2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
7,Laureen Paul,Bellmore,NY,04-01-2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
8,Leslie Higgins,Saratoga Springs,NY,04-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Jannette David,Electra
8,Leslie Higgins,Saratoga Springs,NY,04-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
8,Leslie Higgins,Saratoga Springs,NY,04-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
8,Leslie Higgins,Saratoga Springs,NY,04-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
8,Leslie Higgins,Saratoga Springs,NY,04-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
8,Leslie Higgins,Saratoga Springs,NY,04-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
9,Neil Mccall,San Carlos,CA,05-01-2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Trek
9,Neil Mccall,San Carlos,CA,05-01-2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
9,Neil Mccall,San Carlos,CA,05-01-2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Trek
9,Neil Mccall,San Carlos,CA,05-01-2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Trek
10,Alane Munoz,Yonkers,NY,05-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
10,Alane Munoz,Yonkers,NY,05-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
10,Alane Munoz,Yonkers,NY,05-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
11,Tarra Guerrero,Auburn,NY,05-01-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Jannette David,Electra
11,Tarra Guerrero,Auburn,NY,05-01-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
11,Tarra Guerrero,Auburn,NY,05-01-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
11,Tarra Guerrero,Auburn,NY,05-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
11,Tarra Guerrero,Auburn,NY,05-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
11,Tarra Guerrero,Auburn,NY,05-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
11,Tarra Guerrero,Auburn,NY,05-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David,Trek
11,Tarra Guerrero,Auburn,NY,05-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
11,Tarra Guerrero,Auburn,NY,05-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
12,Marvin Mullins,San Diego,CA,06-01-2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Fabiola Jackson,Surly
12,Marvin Mullins,San Diego,CA,06-01-2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,Surly
12,Marvin Mullins,San Diego,CA,06-01-2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,Surly
12,Marvin Mullins,San Diego,CA,06-01-2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Virgie Wiggins,Surly
12,Marvin Mullins,San Diego,CA,06-01-2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Trek
12,Marvin Mullins,San Diego,CA,06-01-2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
12,Marvin Mullins,San Diego,CA,06-01-2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Trek
12,Marvin Mullins,San Diego,CA,06-01-2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Trek
13,Patience Clayton,Niagara Falls,NY,08-01-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Pure Cycles
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
13,Patience Clayton,Niagara Falls,NY,08-01-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
14,Maribel William,Torrance,CA,09-01-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Surly
14,Maribel William,Torrance,CA,09-01-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Surly
14,Maribel William,Torrance,CA,09-01-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Surly
14,Maribel William,Torrance,CA,09-01-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Surly
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Jannette David,Electra
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Electra
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Jannette David,Pure Cycles
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
15,Ellsworth Michael,Carmel,NY,09-01-2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
15,Ellsworth Michael,Carmel,NY,09-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Jannette David,Trek
15,Ellsworth Michael,Carmel,NY,09-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
15,Ellsworth Michael,Carmel,NY,09-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Fabiola Jackson,Electra
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Virgie Wiggins,Electra
16,Lea Key,Banning,CA,12-01-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Fabiola Jackson,Electra
16,Lea Key,Banning,CA,12-01-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
16,Lea Key,Banning,CA,12-01-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
16,Lea Key,Banning,CA,12-01-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Virgie Wiggins,Electra
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Fabiola Jackson,Electra
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
16,Lea Key,Banning,CA,12-01-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Virgie Wiggins,Electra
16,Lea Key,Banning,CA,12-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Trek
16,Lea Key,Banning,CA,12-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
16,Lea Key,Banning,CA,12-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Trek
16,Lea Key,Banning,CA,12-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Trek
17,Sindy Anderson,Pomona,CA,12-01-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Fabiola Jackson,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Virgie Wiggins,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Fabiola Jackson,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Virgie Wiggins,Electra
17,Sindy Anderson,Pomona,CA,12-01-2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Heller
17,Sindy Anderson,Pomona,CA,12-01-2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Heller
17,Sindy Anderson,Pomona,CA,12-01-2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Heller
17,Sindy Anderson,Pomona,CA,12-01-2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Virgie Wiggins,Heller
17,Sindy Anderson,Pomona,CA,12-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Fabiola Jackson,Trek
17,Sindy Anderson,Pomona,CA,12-01-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
